1339760
font: 34039 	P(word|spam): 0.025407 	P(spam|word): 0.997671
f200205052216: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
8qbpwaaaqubaqeb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
webjefe: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
slogan23: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
jeitlzw3jj19: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
iwsaae4laabpcwaabqsaaacamwahahmabwazaacamwahadmabwazaacamwahadmabwazaacamwah: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
4b1e644242: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
krmv2v: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
8i8db: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
hcwash: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0adx5wc: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
4123: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pqfdiglwgs24aymyljqoaggaacdqaaiggofyckwbgipqgv8p: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
temworks: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
spacey: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
1d43e440ee: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
4a98e16f17: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
optmeoutnow: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
jmanley508: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dqo8ud4ncg0kpcetlq0kq0xpu0ugdgvtcgxhdgvzl2hvbwv0b29sl3bh: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
goxtst: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pressures: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
pgw1bcuf1qxlbfygbgywbicgnwziblkgagz7bowgnqavbsag0qbjbvuhbwczbyshpqdpb2ehdaeg: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
memberid: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
capella: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
byas4frnijmcnnvb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
orkdbyy1wtjek1sjf2rfvtz0zelys4td03xj80aupiw0lctu5psltcxv5fvwznaglqa2xtbm9ic3: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
drachsha: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
nsvilscvctnpkssq4tjkvnbw9hyzpnj2gezfcvsghio4ryexaazlcxlbm: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
6dqziz: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
000073f61e13: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
jhfreeoffers: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6o7p4e06842: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3d610: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6gy5oo: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ybahiibzaxplpsixij4gdqogicagicagicagica8b3b0aw9uihnlbgvjdgvkpr3qv: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
innovation: 1 	P(word|spam): 0.000001 	P(spam|word): 0.047403
200207191342: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
009999: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bvbqskntcda3mtia: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
demonsite: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ol60: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
84nvcaeiqg3ajmq7eahmwooqc: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200205182132: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wdbaaqrbhtceyfoni4lldmda1zmmx5dh9scbzk5vzpc: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
96589521021362822index: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6neofm07291: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
kunming: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
e5o5fp1t: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
recalled: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
ol65: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
shn50ym8qgucer3a: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cuisineparts: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
lqfqipjxmb250ignvbg9ypsijmdawmgzmij6n2qvcpro: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wcvx: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
sarsfield2: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
iyi: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
2eplease: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
itctn: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
informatively: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cpums: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
01c21012: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
l3atm: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
10000: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
ey0cczme0d40by: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
danet: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pc9urd48l1rspg0kicagicagicagicagicagicagica8vfi: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3ugctsqoqe3t5di44j5mzhvedkbppstsm: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
sts9197: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wanuwqopirxfkaxxvfowslg: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
27x54x7: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
00003f54: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3dorange: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200205141234: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
lmmnwq3tw9ejcbvxovtpl4wiqr: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
hvk0ncrcovcm8l1nuuk9orz4upejspjmuil7fskmgxkfa1mdailnfu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
fb401: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200205210505: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
arbmwflaiaaaaaaaaaaaaaaaaaaaaabywvogaaaaaaaab6iaadj1aaadkfhzwiaaaaaaaabimqaa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
rperkins: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200207130746: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
aakrbqabaaaaygiaaasscgabaaaaagiaaawsbqabaaaacgiaaaesawabaaaabqaaaaisawabaaaa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ts5bvnqgpl2rwxpctyl8jcw4zhetjwx96icttfduvuitrktthli9vuqhsl3wlflkt: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cerfnet: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3gb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
7c73h6ex3tvndz6g7xfh7uv: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
1yltomwuvw0lvhcdacha8eh9wizvbmzd6sv4geav: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
randy334: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
xaa02762: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6n09c915045: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
fixedoradjustable: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
uiyjwbhucqden7xhchkfmt: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
000077a9: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
20010418: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
telplus: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pjd3i49lf7pv0: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
93c47440cd: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
4fh4gktwajgm0nkdj: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cavb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
00006e35: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
netcarrier: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
valtrp9k9m03xbdefrcefqcwgquag6khyri4kmabbxt4ugeqyl124eo7tvcdy9jvp11w3ffy4x4y: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
01c20769: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dt9fhu9u: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
00006588: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6llowo12926: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
5kewqiqmmtbn7uenddfr7zvf891f4xadca5dsb4tsbjiyo: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bmv3ieltywdloybklk1nx3bbaisrxs5zcmm9yvtpxtt9fq0kfq0kdqpmdw5jdglvbibntv9maw5k: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3f02a52: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
64a8a44246: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bzkx4hv7iyhyij9tpih: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g715jgx4021585: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
vbm5emwfciplparqgqqg6mncunyq4kfszke9qkqkti6zbgb7wbzxcup7zq: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
f6ng: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
lacking: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
kdwvrk9o: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6k0yqp02275: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ymoz7mbjsxl: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
gamb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
icagpfreihzbbglnbj10b3agywxpz249cmlnahqgagvpz2h0ptqynd4nciag: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
1kcudgsg3ddk5ybjob4a0zyf: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3yeaaulvhbejcxcdchqq2w4nd: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
drugless: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dacda43d45: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
n72nqq8iq4tppjprcvu28lntg7ftcyztfbp0zvjghh3jgmx5fxs1tp4nc0yr2cf3szsmyfaiz5fl: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
gtzfpp7f7bctyqciszu0j: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
nxkgqxqavy6wuyqkrxqewy6wvx9tm5fbz: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wulf9xkf: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0ej: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
01c23e38: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
trabalho: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
107c: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cr2006816739: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
t2zaxxpxo7: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
brampton: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
metres: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ghjijkl9zvxyh: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
sarah1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
akkosogj28nepmebmtporj8: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6i20bj15853: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
gpsmccnk3iccrhgaaicffcggqhefxuflonq4r84aknimjf9nldmbbd0iwem: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
qismdvchdt9ujgsp3wsiokoqoos5: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
signifies: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
providence: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
roommate: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
aishat: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
gibsonjillian: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
journalist: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
gb241w808214: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
multilingual: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
foml: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
logo3: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
tayeb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
stem: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
ster: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
logo1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
stev: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
lasts: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
taboo: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
shing: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
036a70b53e2b: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6nitj127272: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
alimah: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
daa12080: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
f3c1e440c9: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
xlc69wjwrlnjb4g: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
soltuion: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
002d63d85c4a: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mea6yjy9vxbzipcmiku2lzcjbwmjt: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dawagner: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6ofdmhy006932: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
kllbqfoh1bqjxka38ladm0shgtjg8jsjcqvbiezviwps8citbqmikhcji4: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
b2ygywrkcmvzc2vzighhcybizwvuigrvbmugdg8gdghligjlc3qgb2ygb3vy: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cib0agugzmlyzsb0bybozwf0ihvwdqogicagicagicagicagidwvbgk: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
tjpn: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cgfnzs9pdgvtcgfnzxy0l2l0zw1wywdllnnwbczwcm9ksuq9mtq0ndaznii: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
diagn: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
833jhmp2209hbl38: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
icagphrkihdpzhropsixmdaliibj: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
roberthj1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6mgznhy000838: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6mg1by16732: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
l1prseo6ra14lwbvb3ozyzjjayt60ajqhiaopu5tawwspuhumostgfxnnnaevlrc1rjjky0llk5z: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0fc81440c8: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pwr: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
duly: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
mxxta2489cnowvttxeyzjhanwofw04nr4yvii: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
clteorlzpz8hi9lhijjmeda2vnvq0rjugs0la1yfscv7oksiwgog1koojarqbanejpi92xluogfs: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
aqe: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mx440: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
pwn: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dull: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
00007177: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
c4494440c8: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ewtwgc23hq: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
yhjnri2yv9k62pdl7qngir0mor: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6m1qghx051330: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
220027324141058810: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
iinmzmzmzmyipiagicagifvzdwfsbhkgt2zmzxjzdqogtk8gr3vhcmfudgvl: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
a658313002a: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0765: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
2350: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
slftmdtlbja1otvuz7wm9fgx6wu2mzx: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0763: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0762: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
dmnh: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
mindful: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
professi: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
5cd66db8: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
2elettredumarketing: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ef7fau: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6qicir17515: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
qlkalpkuks6pvyfapyovodatuavcdaq2bfepzagetquwktutwmw: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
aaaagaaaaicpaaaaadaaaaaaaaaagaaaaiczaaaaadaaaaaaaaaagaaaaicpaaaaadaaaaaaaaaa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
gwxidt0mbfdew7: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
a782abe01a0: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
17wf79: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
constitutions: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
000074b8042a: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cnboyw47dqojzm9udc1zaxplojeyljbwddsncglmb250lwzhbwlsetoivgltzxmgtmv3ifjv: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
4734979100285: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cgfnzs5zcgwmchjvzeleptm1mtaxmii: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
independently: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
quebectel: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cybpbmnsdwrligz1bgwgywnjzxnzihrvigfuigvhc3ktdg8tdxnlignvbnry: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6ujmlp12415: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
lnhe3fphfieqgdodib9hwmgnil6gzzf: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
7dv8auh: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6mhmemw030045: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
sounded: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
rencontre: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
4784gbrs1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
lm2wrqv: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
taa13480: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
200206241602: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
e7imlerde: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
vfex5nkxevbembs5k0ii1y2stcgcf9ri2jqgk: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ahem1g: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ml7splq3o: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
oovdttz2zel1t7vhfbmt2dtmytvrxtbz: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
467cucn8670ndsz7: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wbkdiw: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
lubricants: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
yjiy7g7z27k: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
epghu07x8o1lijrjh: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
a6nwqgt: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g4h4myd00883: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
herpo: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
eafexmre: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g56ncdm14776: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6qm73r28670: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ruy9imh0dha6ly93d3cuaxdpbi5jb20vbg9naw4vcmvnaxn0zxiuyxnwp2li: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
xvwcaaaap8aaad: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
kmunnwq6p12tdpvinwvagy: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
eipwoqehsb6oabviceuzxjrzraizqmu2zicjk6ee0ki8ewygoz5uc72uy79kvezlzeaish: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cqjk4jfwsicksrett: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
adultdreamsxxx: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
nnn: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
chains: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
c0e8c11410e: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
afks1ol020: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
zl: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g77m07k23264: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
zg: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3z8: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g4jnp9e02933: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
zr: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
zs: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bfb794r4gfio: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0mpynpp4mfp8a1d8z6h: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cgfnzxy0l2l0zw1wywdllnnwbczwcm9ksuq9otmzmdg1ij4ndqogicagidxp: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
netf5f8m1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
marketed: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
32249440f0: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
gh5iuaucympvdkrd6mfecol8f5lguuwhtb: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
newsman: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
rznta: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
busbro: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
2dd05ac0: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ozh: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ozu: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
denim1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
z7: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
z0: 1 	P(word|spam): 0.000001 	P(spam|word): 0.500000
z1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
413l44: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
z3: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
02twvzm9udd48l3a: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
0rd01fnx8b7d: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
floorplan: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
oduipjxmb250ihnpemu9mibmywnlpwfyawfspjxipiakmzkuoty8l2i: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
bomebhipaaysdwageg8abhipaiag3qqgeg8abhipaaysdwageg8acdykwadaamaawadaablwmgaa: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
30year: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6ji8fh26913: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
cmrhbmesqxjpywwssgvsdmv0awnhlhnhbnmtc2vyawygc2l6zt0ypkludgvy: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
1531: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
chang: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
collaborating: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
tlqgy29sb3i9izy2njy2nibzaxplpti: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
soxcm: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
consignments: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
wsers: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
eqhh: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
n2lpgjd1: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
3df486eb96b87decc97bf80d15e2cfb8e3: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
jrhaqplwokln0v9qyslmgbldkcowkljcihbjelcjhyogwzyq1bccsskc3znmhrvems1rbhwe: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
taa24336: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
ugp9ygs: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
opertion: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
b961c2940b3: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
g6okn8gl035370: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
starter: 1 	P(word|spam): 0.000001 	P(spam|word): 0.900000
